,artist,date,genre,style,title,filename,20,res_all,res_fc,vgg_all,vgg_fc,vgg_last,res_all_acc,res_fc_acc,vgg_all_acc,vgg_fc_acc,vgg_last_acc,all_true
1581,Eugène Grasset,1895,illustration,Art Nouveau (Modern),"The June Century, Napoleon in Egypt ",51000.jpg,1880-1899,1920-1939,1920-1939,1880-1899,1940-1959,1920-1939,False,False,True,False,False,False
1582,Camille Pissarro,1898,cityscape,Impressionism,Avenue de l'Opera Rain Effect,62460.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1960-1979,True,False,True,True,False,False
1583,Sven Jonson,1932,landscape,Surrealism,Figur i landskap IV,99890.jpg,1920-1939,1920-1939,1940-1959,1920-1939,1920-1939,1960-1979,True,False,True,True,False,False
1584,Karoly Ferenczy,1909,landscape,Impressionism,Izvora in Autumn,73114.jpg,1900-1919,1860-1879,1900-1919,1900-1919,1860-1879,1880-1899,False,True,True,False,False,False
1585,Yasuo Kuniyoshi,1928,genre painting,Expressionism,"Night Police, Paris ",27443.jpg,1920-1939,1900-1919,1960-1979,1900-1919,1900-1919,1920-1939,False,False,False,False,True,False
1586,John Lavery,1885,genre painting,Impressionism,The Tennis Party,30143.jpg,1880-1899,1860-1879,1880-1899,1880-1899,1880-1899,1860-1879,False,True,True,True,False,False
1587,Childe Hassam,1883,landscape,Impressionism,Sailing Ship Locked in Ice,101852.jpg,1880-1899,1880-1899,1860-1879,1860-1879,1860-1879,1860-1879,True,False,False,False,False,False
1588,George Pemba,1975,genre painting,Social Realism,Trek,36051.jpg,1960-1979,1940-1959,1900-1919,1920-1939,1920-1939,1920-1939,False,False,False,False,False,False
1589,Ilya Mashkov,1909,still life,Fauvism,Still life with peacocks,101068.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,True,True,True,False,True,False
1590,Edward Burne-Jones,1895,mythological painting,Romanticism,The Wedding of Psyche,8957.jpg,1880-1899,1880-1899,1920-1939,1900-1919,1900-1919,1880-1899,True,False,False,False,True,False
1591,Kazuo Shiraga,1974,abstract,Lyrical Abstraction,Fire Ritual,74861.jpg,1960-1979,1940-1959,1980-1999,1960-1979,1960-1979,1960-1979,False,False,True,True,True,False
1592,Giacomo Balla,1904,cityscape,Divisionism,A Worker's Day,72321.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1900-1919,1880-1899,False,True,False,True,False,False
1593,Julius LeBlanc Stewart,1890,genre painting,Realism,Flower Girl,58965.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
1594,Max Gubler,1952,self-portrait,Expressionism,Self-Portrait,79356.jpg,1940-1959,1940-1959,1900-1919,1940-1959,1940-1959,1960-1979,True,False,True,True,False,False
1595,August Macke,1914,genre painting,Expressionism,Reading man in park,461.jpg,1900-1919,1900-1919,1980-1999,1940-1959,1900-1919,1940-1959,True,False,False,True,False,False
1596,Theo van Doesburg,1930,sketch and study,Neoplasticism,Composition (Study),27068.jpg,1920-1939,1920-1939,1940-1959,1920-1939,1920-1939,1960-1979,True,False,True,True,False,False
1597,Georges Vantongerloo,1936,abstract,Concretism,No. 94 (Etendue fermée),74276.jpg,1920-1939,1960-1979,1960-1979,1960-1979,1940-1959,1960-1979,False,False,False,False,False,False
1598,Frank Dicksee,1885,genre painting,Romanticism,Chivalry,51623.jpg,1880-1899,1880-1899,1880-1899,1880-1899,1880-1899,1860-1879,True,True,True,True,False,False
1599,Claude Monet,1876,landscape,Impressionism,The Artist's House in Argenteuil,99851.jpg,1860-1879,1900-1919,1980-1999,1900-1919,1880-1899,1880-1899,False,False,False,False,False,False
1600,Pablo Picasso,1932,genre painting,Surrealism,Girl in front of mirror,29928.jpg,1920-1939,1960-1979,1980-1999,1940-1959,1920-1939,1900-1919,False,False,False,True,False,False
1601,Bernard Buffet,1965,flower painting,Expressionism,Bouquet,101410.jpg,1960-1979,1920-1939,1980-1999,1880-1899,1920-1939,1880-1899,False,False,False,False,False,False
1602,Ohara Koson,1930,wildlife painting,Shin-hanga,Fox in the reeds,54200.jpg,1920-1939,1940-1959,1980-1999,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
1603,Aleksandra Ekster,1916,design,Art Nouveau (Modern),Costume design for theatre Moscow,32163.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1940-1959,1900-1919,True,True,True,False,True,False
1604,Edvard Munch,1910,genre painting,Expressionism,The Murderer,86431.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1940-1959,1940-1959,True,True,True,False,False,False
1605,Vasily Perov,1880,sketch and study,Realism,Modern Idyll ,46410.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1900-1919,1900-1919,False,False,True,False,False,False
1606,Philip Guston,1958,abstract,Abstract Expressionism,Untitled,62811.jpg,1940-1959,1940-1959,1900-1919,1960-1979,1960-1979,1960-1979,True,False,False,False,False,False
1607,Olle Baertling,1953,abstract,Concretism,Provex,45460.jpg,1940-1959,1940-1959,1960-1979,1960-1979,1960-1979,1960-1979,True,False,False,False,False,False
1608,Konstantin Makovsky,1900,portrait,Romanticism,The girl with the red ribbon,69446.jpg,1900-1919,1880-1899,1860-1879,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
1609,Josef Albers,1947,abstract,Hard Edge Painting,Variant/Adobe,20109.jpg,1940-1959,1940-1959,1960-1979,1940-1959,1940-1959,1940-1959,True,False,True,True,True,False
1610,Robert Harris,1907,genre painting,Impressionism,Brackley Beach,64243.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1860-1879,1940-1959,False,True,False,False,False,False
1611,Pablo Picasso,1921,nude painting (nu),Neoclassicism,Two bathers,94177.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1880-1899,1900-1919,True,False,True,False,False,False
1612,Nicholas Roerich,1912,design,Art Nouveau (Modern),"Study of scene design for ""Fuente Ovehuna""",65219.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,1940-1959,True,True,False,True,False,False
1613,Konstantinos Volanakis,1876,landscape,Impressionism,Village on a Dutch Coast,23341.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,True,True,True,True,True,True
1614,Paul Klee,1914,marina,Cubism,View Towards the Port of Hammamet,60036.jpg,1900-1919,1920-1939,1900-1919,1940-1959,1960-1979,1940-1959,False,True,False,False,False,False
1615,Samuel Peploe,1905,still life,Post-Impressionism,Souvenir ,56113.jpg,1900-1919,1960-1979,1940-1959,1940-1959,1920-1939,1940-1959,False,False,False,False,False,False
1616,Gustave Buchet,1951,marina,Cubism,Marine,15302.jpg,1940-1959,1860-1879,1920-1939,1940-1959,1900-1919,1880-1899,False,False,True,False,False,False
1617,Clyfford Still,1956,abstract,Color Field Painting,1956-D,10999.jpg,1940-1959,1960-1979,1960-1979,1940-1959,1960-1979,1960-1979,False,False,True,False,False,False
1618,Jeremy Moon,1967,abstract,Post-Painterly Abstraction,Blue Rose,2359.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1940-1959,1940-1959,True,True,True,False,False,False
1619,Franz Marc,1913,wildlife painting,Cubism,Mandrill,60106.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1920-1939,True,True,True,True,False,False
1620,Arkhip Kuindzhi,1890,landscape,Impressionism,Mountains,18940.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1900-1919,1900-1919,False,False,True,False,False,False
1621,Heinrich Campendonk,1916,animal painting,Cubo-Expressionism,The Tiger,50307.jpg,1900-1919,1920-1939,1980-1999,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
1622,The City and Its People,1973,cityscape,Outsider art,Berkeley,66040.jpg,1960-1979,1960-1979,1960-1979,1940-1959,1900-1919,1940-1959,True,True,False,False,False,False
1623,Rudolf Schweitzer-Cumpana,1930,cityscape,Impressionism,Carriages on Dâmbovița Quay,96056.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1940-1959,1940-1959,True,False,True,False,False,False
1624,Konstantin Somov,1906,portrait,Realism,Portrait of V. Ivanov,54378.jpg,1900-1919,1860-1879,1900-1919,1860-1879,1900-1919,1880-1899,False,True,False,True,False,False
1625,Ivan Albright,1940,still life,Magic Realism,"This Ichnolite of Mine,",19558.jpg,1940-1959,1940-1959,1900-1919,1940-1959,1900-1919,1880-1899,True,False,True,False,False,False
1626, Wassily Kandinsky,1910,landscape,Expressionism,Murnau Garden,41731.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1900-1919,1900-1919,True,False,True,True,True,False
1627,Norman Rockwell,1941,genre painting,Regionalism,Winchester Stagecoach,50504.jpg,1940-1959,1960-1979,1980-1999,1880-1899,1920-1939,1940-1959,False,False,False,False,True,False
1628,Frantisek Kupka,1905,mythological painting,Expressionism,Prometheus in chains,14685.jpg,1900-1919,1960-1979,1900-1919,1900-1919,1900-1919,1900-1919,False,True,True,True,True,False
1629,Roger Fry,1912,flower painting,Post-Impressionism,Flowers,64942.jpg,1900-1919,1920-1939,1900-1919,1940-1959,1920-1939,1900-1919,False,True,False,False,True,False
1630,Henri Matisse,1947,illustration,Abstract Expressionism,The Lagoon 2,19068.jpg,1940-1959,1960-1979,1980-1999,1960-1979,1960-1979,1940-1959,False,False,False,False,True,False
1631,Emil Carlsen,1909,cloudscape,Impressionism,The South Strand,25709.jpg,1900-1919,1900-1919,1860-1879,1900-1919,1880-1899,1880-1899,True,False,True,False,False,False
1632,Jose Guerrero,1971,abstract,Abstract Expressionism,Intervalos Azules,13734.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
1633,Camille Corot,1872,landscape,Realism,A Cow and its Keeper,96584.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,True,True,True,True,True,True
1634,Robert Henri,1915,portrait,American Realism,Patience ,62650.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1940-1959,1940-1959,False,True,False,False,False,False
1635,David Kakabadze,1919,still life,Expressionism,Imeretian still life,4905.jpg,1900-1919,1900-1919,1920-1939,1940-1959,1860-1879,1900-1919,True,False,False,False,True,False
1636,Nikolay Bogdanov-Belsky,1910,genre painting,Impressionism,At the Hospital,98138.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1880-1899,1900-1919,False,True,True,False,True,False
1637,Jimmy Ernst,1944,abstract,Surrealism,Biological Discovery,92739.jpg,1940-1959,1940-1959,1980-1999,1940-1959,1940-1959,1980-1999,True,False,True,True,False,False
1638,Camille Pissarro,1886,genre painting,Impressionism,Seated Peasant Woman Crunching an Apple,99644.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1900-1919,1880-1899,True,False,False,False,True,False
1639,Francis Picabia,1907,landscape,Impressionism,Farm at La Petite Mare,78569.jpg,1900-1919,1860-1879,1900-1919,1880-1899,1900-1919,1880-1899,False,True,False,True,False,False
1640,Henri Rousseau,1906,cityscape,Naïve Art (Primitivism),Landscape with Factory,46416.jpg,1900-1919,1920-1939,1900-1919,1880-1899,1880-1899,1860-1879,False,True,False,False,False,False
1641,Giorgio Cavallon,1947,abstract,Abstract Expressionism,Untitled,15959.jpg,1940-1959,1940-1959,1980-1999,1940-1959,1940-1959,1940-1959,True,False,True,True,True,False
1642,Emilio Scanavino,1955,abstract,Art Informel,Untitled,37137.jpg,1940-1959,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,False,False,False,False,False,False
1643,Jean Metzinger,1912,portrait,Analytical Cubism,Femme au chapeau rose et collier de perles ,95575.jpg,1900-1919,1900-1919,1920-1939,1900-1919,1900-1919,1920-1939,True,False,True,True,False,False
1644,Paul Cezanne,1890,still life,Post-Impressionism,"Still life, bottle of rum",76176.jpg,1880-1899,1880-1899,1900-1919,1920-1939,1900-1919,1900-1919,True,False,False,False,False,False
1645,Samuel Peploe,1907,cityscape,Post-Impressionism,On the Seine ,60590.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1900-1919,1920-1939,False,True,False,True,False,False
1646,Theophile Steinlen,1916,sketch and study,Realism,Permissionaire tenant une canne,54721.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1900-1919,1960-1979,False,True,False,True,False,False
1647,Ernst Ludwig Kirchner,1934,nude painting (nu),Expressionism,Three Nudes and Reclining Man,64877.jpg,1920-1939,1900-1919,1940-1959,1920-1939,1920-1939,1940-1959,False,False,True,True,False,False
1648,Mario Prassinos,1972,abstract,Art Informel,Soleil agathe,81751.jpg,1960-1979,1940-1959,1980-1999,1960-1979,1960-1979,1940-1959,False,False,True,True,False,False
1649,Marc Chagall,1960,religious painting,Surrealism,Song of Songs I,82111.jpg,1960-1979,1940-1959,1900-1919,1960-1979,1900-1919,1960-1979,False,False,True,False,True,False
1650,Mark Rothko,1961,abstract,Color Field Painting,"Blue, Orange, Red",37078.jpg,1960-1979,1960-1979,1900-1919,1940-1959,1960-1979,1960-1979,True,False,False,True,True,False
1651,Konstantin Korovin,1890,marina,Impressionism,The Port in Marseilles,33651.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
1652,Amedeo Modigliani,1919,portrait,Expressionism,Portrait of Leopold Zborowski,5376.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
1653,Edvard Munch,1940,portrait,Expressionism,By the Window,48996.jpg,1940-1959,1900-1919,1900-1919,1900-1919,1900-1919,1860-1879,False,False,False,False,False,False
1654,Grant Wood,1919,landscape,Impressionism,Old Stone and barn ,13000.jpg,1900-1919,1860-1879,1900-1919,1920-1939,1880-1899,1880-1899,False,True,False,False,False,False
1655,Vincent van Gogh,1890,genre painting,Post-Impressionism,Marguerite Gachet at the Piano,98413.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1900-1919,1900-1919,True,False,True,False,False,False
1656,Max Pechstein,1909,marina,Post-Impressionism,Nidden Coastline with Fishing Boats,93942.jpg,1900-1919,1900-1919,1900-1919,1940-1959,1920-1939,1900-1919,True,True,False,False,True,False
1657,Diego Rivera,1956,landscape,Muralism,Evening Twilight at Acapulco,12885.jpg,1940-1959,1960-1979,1980-1999,1900-1919,1960-1979,1920-1939,False,False,False,False,False,False
1658,Yves Klein,1960,,,Untitled anthropometry,66777.jpg,1960-1979,1940-1959,1980-1999,1960-1979,1960-1979,1920-1939,False,False,True,True,False,False
1659,Amedeo Modigliani,1918,portrait,Expressionism,Woman with a Red Necklace,95831.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
1660,Henri Fantin-Latour,1881,flower painting,Realism,Bouquet of Diverse Flowers,89222.jpg,1880-1899,1860-1879,1880-1899,1860-1879,1880-1899,1900-1919,False,True,False,True,False,False
1661,Camille Pissarro,1884,landscape,Impressionism,The path of Basincourt,31561.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1900-1919,True,False,True,True,False,False
1662,Isaac Levitan,1890,landscape,Realism,Fresh breeze. Volga.,77279.jpg,1880-1899,1860-1879,1900-1919,1860-1879,1880-1899,1860-1879,False,False,False,True,False,False
1663, Wassily Kandinsky,1900,landscape,Post-Impressionism,Comet,53150.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1960-1979,1920-1939,True,True,True,False,False,False
1664,Jury Annenkov,1921,portrait,Expressionism,Abram Efros,35425.jpg,1920-1939,1920-1939,1920-1939,1900-1919,1900-1919,1920-1939,True,True,False,False,True,False
1665,John Henry Twachtman,1891,landscape,Tonalism,Flowers,89816.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,True,False,False,True,True,False
1666,Paul Cezanne,1873,landscape,Impressionism,The Hanged Man's House in Auvers,44891.jpg,1860-1879,1860-1879,1920-1939,1860-1879,1860-1879,1900-1919,True,False,True,True,False,False
1667,Francisc Sirato,1923,portrait,Impressionism,Young Woman in Interior,12777.jpg,1920-1939,1920-1939,1900-1919,1900-1919,1880-1899,1880-1899,True,False,False,False,False,False
1668,Cornelis Vreedenburgh,1907,landscape,Impressionism,A Peasant Woman On A Path Along A Canal,57283.jpg,1900-1919,1860-1879,1880-1899,1880-1899,1880-1899,1860-1879,False,False,False,False,False,False
1669,Paul Peel,1886,portrait,Academicism,Portrait of Madam Verdier  ,84431.jpg,1880-1899,1860-1879,1860-1879,1880-1899,1860-1879,1860-1879,False,False,True,False,False,False
1670,Arturo Souto,1962,design,Expressionism,"Cover of ""Vieiros""",13851.jpg,1960-1979,1960-1979,1900-1919,1900-1919,1900-1919,1880-1899,True,False,False,False,False,False
1671,Konstantin Somov,1908,illustration,Symbolism,Cover of the Fashion Magazine 'Parisian',98784.jpg,1900-1919,1920-1939,1960-1979,1880-1899,1920-1939,1980-1999,False,False,False,False,False,False
1672,Serge Sudeikin,1946,self-portrait,Expressionism,Self-portrait,69237.jpg,1940-1959,1880-1899,1900-1919,1880-1899,1920-1939,1860-1879,False,False,False,False,False,False
1673,Robert Goodnough,1963,abstract,Abstract Expressionism,Adventure II,34208.jpg,1960-1979,1960-1979,1940-1959,1940-1959,1960-1979,1940-1959,True,False,False,True,False,False
1674,Childe Hassam,1889,cityscape,Impressionism,View of the Thames,29555.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
1675,John Collier,1883,portrait,Romanticism,The Child Bride,21983.jpg,1880-1899,1860-1879,1900-1919,1860-1879,1860-1879,1860-1879,False,False,False,False,False,False
1676,Max Ernst,1934,illustration,Surrealism,"Illustration to ""A Week of Kindness""",72351.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1940-1959,True,False,True,True,False,False
1677,Jean Metzinger,1919,miniature,Cubism,Still Life ,61461.jpg,1900-1919,1940-1959,1920-1939,1920-1939,1920-1939,1920-1939,False,False,False,False,False,False
1678,Victor Borisov-Musatov,1902,genre painting,Impressionism,In the Park,101309.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,1860-1879,True,True,True,False,False,False
1679,Sir Lawrence Alma-Tadema,1879,portrait,Romanticism,Portrait of the Singer George Henschel,69980.jpg,1860-1879,1880-1899,1880-1899,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
1680,Ivan Aivazovsky,1897,genre painting,Romanticism,Ox Cart Crossing a Flooded Plain,10561.jpg,1880-1899,1880-1899,1860-1879,1880-1899,1880-1899,1860-1879,True,False,True,True,False,False
1681,John Singer Sargent,1897,portrait,Realism,Portrait of Mrs Harold Wilson,270.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1860-1879,1860-1879,False,False,True,False,False,False
1682,Charles Lapicque,1973,landscape,Fauvism,Paysage en Castille,52014.jpg,1960-1979,1960-1979,1900-1919,1960-1979,1940-1959,1920-1939,True,False,True,False,False,False
1683,Jean Hugo,1927,illustration,Surrealism,Light (La Lumière),94712.jpg,1920-1939,1960-1979,1920-1939,1920-1939,1920-1939,1920-1939,False,True,True,True,True,False
1684,Gustav Klimt,1908,genre painting,Art Nouveau (Modern),The Kiss,96779.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1920-1939,1900-1919,True,False,True,False,True,False
1685,Charles Rennie Mackintosh,1901,flower painting,Art Nouveau (Modern),Sea Pink ,21614.jpg,1900-1919,1900-1919,1940-1959,1900-1919,1940-1959,1940-1959,True,False,True,False,False,False
1686,Boris Kustodiev,1917,genre painting,Art Nouveau (Modern),Palm market with Spassky Gate,28782.jpg,1900-1919,1940-1959,1900-1919,1900-1919,1900-1919,1920-1939,False,True,True,True,False,False
